Date,State,Buildings,Population,Building_pop
Mar-2005,Australian Capital Territory,215,20311543,10.58511409
Jun-2005,Australian Capital Territory,308,20311543,15.16379135
Sep-2005,Australian Capital Territory,275,20311543,13.53909942
Dec-2005,Australian Capital Territory,194,20311543,9.551219225
Mar-2006,Australian Capital Territory,369,20627547,17.8887
Jun-2006,Australian Capital Territory,225,20627547,10.9077439
Sep-2006,Australian Capital Territory,343,20627547,16.62824959
Dec-2006,Australian Capital Territory,388,20627547,18.80979837
Mar-2007,Australian Capital Territory,265,21016121,12.60936783
Jun-2007,Australian Capital Territory,248,21016121,11.80046499
Sep-2007,Australian Capital Territory,296,21016121,14.08442595
Dec-2007,Australian Capital Territory,321,21016121,15.27398895
Mar-2008,Australian Capital Territory,306,21475625,14.2487122
Jun-2008,Australian Capital Territory,353,21475625,16.43723989
Sep-2008,Australian Capital Territory,280,21475625,13.03803731
Dec-2008,Australian Capital Territory,253,21475625,11.780798
Mar-2009,Australian Capital Territory,323,21865623,14.77204651
Jun-2009,Australian Capital Territory,466,21865623,21.3119928
Sep-2009,Australian Capital Territory,617,21865623,28.21781021
Dec-2009,Australian Capital Territory,590,21865623,26.98299518
Mar-2010,Australian Capital Territory,404,22172469,18.22079445
Jun-2010,Australian Capital Territory,561,22172469,25.30164773
Sep-2010,Australian Capital Territory,481,22172469,21.69356962
Dec-2010,Australian Capital Territory,520,22172469,23.4525077
Mar-2011,Australian Capital Territory,483,22522197,21.44550996
Jun-2011,Australian Capital Territory,390,22522197,17.31625028
Sep-2011,Australian Capital Territory,360,22522197,15.98423102
Dec-2011,Australian Capital Territory,440,22522197,19.53628236
Mar-2012,Australian Capital Territory,480,22928023,20.93508019
Jun-2012,Australian Capital Territory,425,22928023,18.53626891
Sep-2012,Australian Capital Territory,530,22928023,23.1158177
Dec-2012,Australian Capital Territory,467,22928023,20.36808843
Mar-2013,Australian Capital Territory,452,23297777,19.40099264
Jun-2013,Australian Capital Territory,424,23297777,18.19916123
Sep-2013,Australian Capital Territory,358,23297777,15.36627293
Dec-2013,Australian Capital Territory,364,23297777,15.62380823
Mar-2014,Australian Capital Territory,482,23640331,20.38888542
Jun-2014,Australian Capital Territory,424,23640331,17.93545107
Sep-2014,Australian Capital Territory,485,23640331,20.51578719
Dec-2014,Australian Capital Territory,375,23640331,15.86272206
Mar-2015,Australian Capital Territory,335,23984581,13.96730675
Jun-2015,Australian Capital Territory,335,23984581,13.96730675
Sep-2015,Australian Capital Territory,274,23984581,11.42400611
Dec-2015,Australian Capital Territory,212,23984581,8.83901203
Mar-2016,Australian Capital Territory,235,24385064,9.637046677
Jun-2016,Australian Capital Territory,308,24385064,12.63068245
Sep-2016,Australian Capital Territory,348,24385064,14.27103082
Dec-2016,Australian Capital Territory,334,24385064,13.69690889
Mar-2017,Australian Capital Territory,234,24759018,9.451101817
Jun-2017,Australian Capital Territory,218,24759018,8.804872633
Sep-2017,Australian Capital Territory,216,24759018,8.724093985
Dec-2017,Australian Capital Territory,275,24759018,11.1070641
Mar-2018,Australian Capital Territory,310,25146140,12.32793582
Jun-2018,Australian Capital Territory,358,25146140,14.23677749
Sep-2018,Australian Capital Territory,389,25146140,15.46957108
Dec-2018,Australian Capital Territory,381,25146140,15.1514308
Mar-2019,Australian Capital Territory,314,25520468,12.3038496
Jun-2019,Australian Capital Territory,258,25520468,10.10953247
Sep-2019,Australian Capital Territory,305,25520468,11.95119149
Dec-2019,Australian Capital Territory,313,25520468,12.26466537
Mar-2020,Australian Capital Territory,295,25630698,11.50963583
Jun-2020,Australian Capital Territory,336,25630698,13.10928013
Sep-2020,Australian Capital Territory,269,25630698,10.49522725
Dec-2020,Australian Capital Territory,311,25630698,12.13388726
Mar-2021,Australian Capital Territory,443,25760867,17.19662618
Jun-2021,Australian Capital Territory,404,25760867,15.68270198
Sep-2021,Australian Capital Territory,372,25760867,14.44050777
Dec-2021,Australian Capital Territory,444,25760867,17.23544475
Mar-2022,Australian Capital Territory,445,26302450,16.91857603
Jun-2022,Australian Capital Territory,401,26302450,15.24572806
Sep-2022,Australian Capital Territory,473,26302450,17.98311564
Dec-2022,Australian Capital Territory,289,26302450,10.9875696
Mar-2023,Australian Capital Territory,207,26946369,7.681925531
Jun-2023,Australian Capital Territory,262,26946369,9.723016856
Sep-2023,Australian Capital Territory,207,26946369,7.681925531
Dec-2023,Australian Capital Territory,200,26946369,7.422150272
Mar-2024,Australian Capital Territory,211,27095255,7.787341363
Jun-2024,Australian Capital Territory,172,27095255,6.34797495
