FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.291,291,4,South Australia,40220,Alexandrina,18091,18689,3.30551,19297,3.253250575,20019,3.741514225,20611,2.957190669,21208,2.896511571,21843,2.99415315,22472,2.879641075,23027,2.469740121,23729,3.048595127,24125,1.668844031,24693,2.354404145,25203,2.065362653,25705,1.99182637,26203,1.937366271,26562,1.370072129,26790,0.858369099,27039,0.929451288,27428,1.438662672,27875,1.629721453,28510,2.278026906,635,2.27800012,1826.806641,15.60649967,211,264,-53,1703,1481,222,106,47,59,190,257,-67,1940,1686,254,108,46,62,224,273,-49,2035,1668,367,116,45,71,180,248,-68,2083,1642,441,124,50,74,226,268,-42,2364,1676,688,25,36,-11
abs_regional_population_lga_2001_2021.292,292,4,South Australia,40250,Anangu Pitjantjatjara Yunkunytjatjara,2661,2599,-2.32995,2543,-2.154674875,2469,-2.909948879,2389,-3.24017821,2310,-3.306822938,2352,1.818181818,2416,2.721088435,2476,2.483443709,2560,3.392568659,2660,3.90625,2651,-0.338345865,2622,-1.09392682,2605,-0.648360031,2568,-1.420345489,2498,-2.725856698,2523,1.000800641,2558,1.387237416,2572,0.54730258,2590,0.699844479,2632,1.621621622,42,1.62160003,102348.1172,0.0257,39,22,17,13,7,6,5,3,2,38,13,25,53,47,6,6,2,4,48,17,31,91,112,-21,6,2,4,35,16,19,49,53,-4,6,3,3,38,14,24,51,32,19,1,2,-1
abs_regional_population_lga_2001_2021.293,293,4,South Australia,40310,Barossa,19418,19619,1.03512,19920,1.534227025,20370,2.259036145,20751,1.870397644,21096,1.662570479,21357,1.237201365,21641,1.329774781,21889,1.145972922,22257,1.68120974,22525,1.204115559,22853,1.456159822,23138,1.247101037,23468,1.426225257,23829,1.538264871,24200,1.556926434,24478,1.148760331,24810,1.356319961,25022,0.854494156,25243,0.883222764,25449,0.816067821,206,0.8161,893.5424194,28.4810009,231,195,36,1226,1039,187,101,46,55,226,195,31,1540,1297,243,102,44,58,205,175,30,1563,1452,111,115,44,71,203,189,14,1529,1394,135,121,49,72,224,198,26,1695,1506,189,25,34,-9
abs_regional_population_lga_2001_2021.294,294,4,South Australia,40430,Barunga West,2585,2600,0.58027,2596,-0.153846154,2596,0,2590,-0.231124807,2590,0,2587,-0.115830116,2575,-0.46385775,2560,-0.582524272,2535,-0.9765625,2496,-1.538461538,2488,-0.320512821,2495,0.281350482,2521,1.042084168,2542,0.833002777,2592,1.966955153,2568,-0.925925926,2551,-0.661993769,2563,0.470403763,2550,-0.507218104,2571,0.823529412,21,0.82349998,1590.388672,1.61660004,13,38,-25,90,93,-3,8,4,4,14,36,-22,136,136,0,9,4,5,23,41,-18,138,113,25,9,4,5,20,46,-26,125,119,6,11,4,7,27,38,-11,156,123,33,2,3,-1
abs_regional_population_lga_2001_2021.295,295,4,South Australia,40520,Berri Barmera,11273,11244,-0.25725,11226,-0.160085379,11197,-0.258328879,11190,-0.062516746,11239,0.437890974,11175,-0.56944568,11029,-1.306487696,10902,-1.151509656,10819,-0.761328197,10733,-0.794897865,10779,0.428584739,10804,0.231932461,10847,0.39800074,10854,0.064533973,10835,-0.175050673,10841,0.055376096,10854,0.119915137,10842,-0.11055832,10835,-0.064563734,10746,-0.82141209,-89,-0.82139999,476.1961975,22.56629944,111,98,13,584,621,-37,54,24,30,105,101,4,698,720,-22,55,24,31,121,103,18,671,737,-66,60,24,36,83,132,-49,704,701,3,65,26,39,79,129,-50,713,747,-34,13,18,-5
abs_regional_population_lga_2001_2021.301,301,4,South Australia,41190,Cleve,1939,1958,0.97989,1968,0.51072523,1976,0.406504065,1981,0.253036437,2000,0.95911156,1970,-1.5,1916,-2.741116751,1877,-2.035490605,1852,-1.331912627,1814,-2.051835853,1806,-0.441014333,1806,0,1809,0.166112957,1803,-0.331674959,1816,0.721020521,1820,0.220264317,1799,-1.153846154,1791,-0.444691495,1780,-0.614182021,1785,0.280898876,5,0.2809,5018.848145,0.35569999,16,11,5,81,83,-2,3,2,1,18,19,-1,70,92,-22,3,1,2,23,11,12,60,82,-22,3,1,2,16,14,2,67,82,-15,4,2,2,29,22,7,73,75,-2,1,1,0
abs_regional_population_lga_2001_2021.304,304,4,South Australia,41750,Elliston,1150,1161,0.95652,1170,0.775193798,1175,0.427350427,1172,-0.255319149,1164,-0.682593857,1150,-1.202749141,1131,-1.652173913,1107,-2.122015915,1086,-1.89701897,1066,-1.841620626,1066,0,1067,0.09380863,1068,0.093720712,1071,0.280898876,1070,-0.093370682,1054,-1.495327103,1019,-3.320683112,1008,-1.079489696,1011,0.297619048,1004,-0.692383778,-7,-0.69239998,6741.931641,0.1489,13,13,0,26,44,-18,3,1,2,13,8,5,36,78,-42,3,1,2,14,7,7,84,104,-20,3,1,2,10,7,3,73,75,-2,3,1,2,11,7,4,74,85,-11,1,1,0
abs_regional_population_lga_2001_2021.305,305,4,South Australia,41830,Flinders Ranges,1804,1791,-0.72062,1785,-0.335008375,1776,-0.504201681,1767,-0.506756757,1767,0,1767,0,1753,-0.792303339,1736,-0.969766115,1728,-0.460829493,1722,-0.347222222,1721,-0.058072009,1717,-0.23242301,1710,-0.407687828,1703,-0.409356725,1693,-0.58719906,1689,-0.236266982,1693,0.236826525,1692,-0.059066745,1688,-0.236406619,1701,0.77014218,13,0.7701,4070.482666,0.4179,21,15,6,108,120,-12,4,2,2,17,27,-10,119,109,10,5,1,4,19,18,1,118,124,-6,5,1,4,17,10,7,102,116,-14,5,2,3,23,23,0,120,107,13,1,1,0
abs_regional_population_lga_2001_2021.306,306,4,South Australia,41960,Franklin Harbour,1250,1249,-0.08000,1248,-0.080064051,1243,-0.400641026,1240,-0.241351569,1245,0.403225806,1252,0.562248996,1254,0.159744409,1254,0,1250,-0.318979266,1238,-0.96,1281,3.473344103,1295,1.092896175,1307,0.926640927,1331,1.836266259,1334,0.22539444,1322,-0.899550225,1315,-0.529500756,1304,-0.836501901,1304,0,1309,0.383435583,5,0.38339999,2755.563965,0.47499999,11,14,-3,66,76,-10,2,1,1,14,14,0,54,62,-8,2,1,1,3,16,-13,75,74,1,2,1,1,6,13,-7,83,78,5,3,1,2,6,16,-10,96,81,15,1,1,0
abs_regional_population_lga_2001_2021.307,307,4,South Australia,42030,Gawler,18235,18459,1.22841,18593,0.725933149,18746,0.822890335,18966,1.173583698,19241,1.449963092,19851,3.170313393,20270,2.110724901,20755,2.392698569,20939,0.886533365,20987,0.229237308,21274,1.367513222,21656,1.795619066,22275,2.858330255,22707,1.939393939,23355,2.853745541,23699,1.472918005,24019,1.350267944,24415,1.648694783,24717,1.236944501,25161,1.796334507,444,1.79630005,41.13790131,611.6257935,284,210,74,2151,1929,222,89,41,48,289,229,60,2631,2423,208,92,40,52,239,256,-17,2542,2190,352,100,39,61,259,210,49,2487,2299,188,108,43,65,283,219,64,2723,2335,388,22,30,-8
abs_regional_population_lga_2001_2021.308,308,4,South Australia,42110,Goyder,4254,4278,0.56417,4261,-0.397381954,4267,0.140812016,4265,-0.046871338,4271,0.140679953,4265,-0.140482323,4249,-0.375146542,4246,-0.070604848,4246,0,4225,-0.494583137,4245,0.473372781,4254,0.212014134,4256,0.047014575,4251,-0.117481203,4240,-0.258762644,4240,0,4206,-0.801886792,4190,-0.38040894,4170,-0.477326969,4174,0.095923261,4,0.0959,6715.141602,0.62159997,41,30,11,203,219,-16,9,4,5,38,52,-14,241,266,-25,9,4,5,32,33,-1,248,269,-21,10,4,6,30,46,-16,272,283,-11,11,4,7,33,46,-13,307,289,18,2,3,-1
abs_regional_population_lga_2001_2021.309,309,4,South Australia,42250,Grant,7359,7436,1.04634,7512,1.022054868,7546,0.452609159,7585,0.516830109,7613,0.369149637,7643,0.394062787,7729,1.125212613,7818,1.15150731,7917,1.266308519,7954,0.467348743,7946,-0.100578325,7993,0.591492575,8144,1.889153009,8282,1.694499018,8417,1.630041053,8482,0.772246644,8511,0.341900495,8584,0.857713547,8619,0.407735322,8646,0.313261399,27,0.31330001,1897.823486,4.55569983,75,36,39,202,188,14,21,9,12,67,52,15,311,309,2,21,9,12,67,40,27,347,315,32,23,9,14,64,51,13,302,295,7,25,10,15,75,43,32,293,296,-3,5,7,-2
abs_regional_population_lga_2001_2021.310,310,4,South Australia,42600,Holdfast Bay,33490,33447,-0.12840,33653,0.615899782,33730,0.228805753,34007,0.821227394,34371,1.070367865,34817,1.29760554,35375,1.602665365,35650,0.777385159,35940,0.813464236,36120,0.500834725,36215,0.263012182,36282,0.185006213,36354,0.19844551,36425,0.195301755,36537,0.307481126,36681,0.394121028,37035,0.965077288,37460,1.147563116,37784,0.864922584,37806,0.058225704,22,0.0582,13.75199986,2749.127441,283,385,-102,3007,3124,-117,665,302,363,277,354,-77,3364,3327,37,685,291,394,262,348,-86,3410,3365,45,756,290,466,269,361,-92,3368,3428,-60,803,327,476,322,356,-34,3563,3439,124,162,230,-68
abs_regional_population_lga_2001_2021.311,311,4,South Australia,42750,Kangaroo Island,4227,4312,2.01088,4303,-0.208719852,4355,1.208459215,4392,0.849598163,4396,0.091074681,4427,0.705186533,4451,0.542127852,4477,0.584138396,4501,0.536073263,4522,0.466562986,4576,1.194161875,4630,1.18006993,4694,1.382289417,4761,1.427354069,4836,1.575299307,4877,0.847808106,4933,1.148246873,4983,1.013581999,5021,0.762592816,5108,1.732722565,87,1.73269999,4400.862793,1.16069996,44,36,8,153,133,20,25,12,13,57,42,15,268,242,26,26,11,15,44,41,3,258,228,30,28,11,17,45,44,1,250,232,18,31,12,19,48,40,8,330,248,82,6,9,-3
abs_regional_population_lga_2001_2021.312,312,4,South Australia,43080,Karoonda East Murray,1276,1258,-1.41066,1233,-1.987281399,1216,-1.378751014,1200,-1.315789474,1189,-0.916666667,1163,-2.186711522,1134,-2.493551161,1110,-2.116402116,1076,-3.063063063,1050,-2.416356877,1074,2.285714286,1088,1.303538175,1103,1.378676471,1118,1.359927471,1121,0.268336315,1127,0.535236396,1112,-1.330967169,1107,-0.449640288,1101,-0.54200542,1095,-0.544959128,-6,-0.54500002,4415.795898,0.248,7,11,-4,67,63,4,11,5,6,14,12,2,80,104,-24,12,5,7,8,11,-3,96,105,-9,12,5,7,9,16,-7,87,95,-8,14,5,9,11,10,1,54,60,-6,3,4,-1
abs_regional_population_lga_2001_2021.315,315,4,South Australia,43650,Light,10494,10936,4.21193,11491,5.074981712,11922,3.750761465,12325,3.380305318,12680,2.880324544,12994,2.476340694,13138,1.108203786,13464,2.481351804,13788,2.406417112,13984,1.421525965,14220,1.687643021,14440,1.547116737,14644,1.412742382,14890,1.679868888,15048,1.061114842,15219,1.136363636,15340,0.795058808,15358,0.117340287,15500,0.924599557,15626,0.812903226,126,0.81290001,1276.845337,12.23799992,137,82,55,752,658,94,39,17,22,138,85,53,1005,958,47,39,18,21,152,83,69,1019,1096,-77,43,17,26,137,82,55,1118,1057,61,45,19,26,160,75,85,1205,1160,45,10,14,-4
abs_regional_population_lga_2001_2021.316,316,4,South Australia,43710,Lower Eyre Peninsula,4200,4269,1.64286,4281,0.281096275,4345,1.494977809,4408,1.449942463,4537,2.926497278,4619,1.807361693,4712,2.013422819,4809,2.058573854,4911,2.121023082,5013,2.076970067,5186,3.451027329,5300,2.198225993,5426,2.377358491,5540,2.100995208,5661,2.184115523,5720,1.042218689,5761,0.716783217,5780,0.329803853,5813,0.570934256,5851,0.653707208,38,0.65369999,4721.39209,1.23930001,59,34,25,182,157,25,17,8,9,66,24,42,146,156,-10,17,8,9,62,24,38,186,216,-30,19,8,11,77,32,45,176,200,-24,20,8,12,61,26,35,205,200,5,4,6,-2
abs_regional_population_lga_2001_2021.317,317,4,South Australia,43790,Loxton Waikerie,12197,12171,-0.21317,12153,-0.147892531,12081,-0.59244631,12023,-0.480092708,11902,-1.006404392,11870,-0.268862376,11771,-0.834035383,11662,-0.926004588,11561,-0.86606071,11478,-0.717930975,11511,0.287506534,11571,0.521240553,11671,0.864229539,11716,0.385571074,11730,0.119494708,11743,0.110826939,11728,-0.127735672,11744,0.136425648,11736,-0.068119891,11780,0.374914792,44,0.37490001,7763.871582,1.51730001,100,144,-44,429,408,21,66,30,36,100,138,-38,521,537,-16,67,28,39,139,113,26,526,583,-57,75,28,47,99,109,-10,549,594,-45,80,33,47,124,115,9,641,600,41,16,22,-6
abs_regional_population_lga_2001_2021.346,346,4,South Australia,47800,Coorong,5893,5915,0.37332,5880,-0.591715976,5877,-0.051020408,5837,-0.680619364,5838,0.017132088,5809,-0.496745461,5749,-1.032880014,5708,-0.713167507,5667,-0.718290119,5657,-0.176460208,5632,-0.441930352,5602,-0.532670455,5572,-0.535523027,5545,-0.484565686,5525,-0.360685302,5479,-0.832579186,5463,-0.292024092,5429,-0.622368662,5415,-0.257874378,5400,-0.27700831,-15,-0.27700001,8833.433594,0.61129999,57,43,14,245,314,-69,16,7,9,47,47,0,370,396,-26,17,7,10,39,56,-17,358,387,-29,19,7,12,60,45,15,349,389,-40,19,8,11,47,45,2,383,398,-15,4,6,-2
abs_regional_population_lga_2001_2021.347,347,4,South Australia,47910,Tumby Bay,2580,2586,0.23256,2592,0.232018561,2595,0.115740741,2606,0.4238921,2609,0.115118956,2610,0.038328862,2612,0.076628352,2618,0.229709035,2618,0,2616,-0.076394194,2626,0.382262997,2640,0.533130236,2651,0.416666667,2670,0.716710675,2675,0.187265918,2688,0.485981308,2688,0,2701,0.483630952,2733,1.18474639,2756,0.841566045,23,0.8416,2669.079346,1.03260005,29,32,-3,99,86,13,7,4,3,25,36,-11,143,136,7,7,3,4,31,39,-8,121,105,16,8,3,5,39,18,21,119,113,6,8,3,5,30,21,9,134,120,14,2,2,0
abs_regional_population_lga_2001_2021.313,313,4,South Australia,43220,Kimba,1229,1209,-1.62734,1200,-0.744416873,1183,-1.416666667,1160,-1.944209637,1147,-1.120689655,1135,-1.046207498,1122,-1.145374449,1113,-0.802139037,1108,-0.449236298,1105,-0.270758123,1109,0.36199095,1103,-0.541027953,1097,-0.543970988,1089,-0.729261623,1083,-0.550964187,1074,-0.831024931,1073,-0.09310987,1065,-0.745573159,1056,-0.845070423,1041,-1.420454545,-15,-1.42050004,5697.107422,0.18269999,15,6,9,33,52,-19,2,1,1,15,14,1,53,56,-3,2,1,1,15,11,4,48,61,-13,2,1,1,12,6,6,15,31,-16,2,1,1,10,12,-2,36,49,-13,1,1,0
abs_regional_population_lga_2001_2021.314,314,4,South Australia,43360,Kingston (SA),2339,2349,0.42753,2354,0.212856535,2343,-0.46728972,2404,2.603499787,2390,-0.582362729,2393,0.125523013,2381,-0.501462599,2381,0,2363,-0.75598488,2343,-0.846381718,2370,1.152368758,2380,0.421940928,2392,0.504201681,2403,0.459866221,2415,0.49937578,2406,-0.372670807,2374,-1.330008313,2371,-0.126368997,2380,0.379586672,2397,0.714285714,17,0.71429998,3339.795166,0.7177,29,23,6,132,149,-17,5,3,2,24,31,-7,145,173,-28,5,2,3,15,25,-10,166,162,4,5,2,3,31,32,-1,172,167,5,7,2,5,19,25,-6,160,136,24,1,2,-1
abs_regional_population_lga_2001_2021.318,318,4,South Australia,44000,Maralinga Tjarutja,136,132,-2.94118,129,-2.272727273,123,-4.651162791,116,-5.691056911,111,-4.310344828,98,-11.71171171,88,-10.20408163,84,-4.545454545,80,-4.761904762,75,-6.25,78,4,74,-5.128205128,70,-5.405405405,66,-5.714285714,62,-6.060606061,61,-1.612903226,64,4.918032787,64,0,64,0,64,0,0,0,105766.3125,0.0006,0,0,0,0,1,-1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_regional_population_lga_2001_2021.319,319,4,South Australia,44060,Marion,78590,78960,0.47080,79250,0.367274569,79611,0.455520505,79980,0.463503787,80646,0.832708177,81616,1.202787491,82536,1.127229955,83917,1.673209266,85110,1.421642814,85714,0.709669839,86863,1.340504468,87769,1.04302177,88652,1.006049972,89521,0.980237332,90508,1.102534601,91414,1.001016485,92312,0.982344061,93511,1.298856053,94872,1.455443745,94927,0.057972848,55,0.058,55.6405983,1706.074341,1094,740,354,6577,7020,-443,1814,819,995,1098,693,405,7241,7817,-576,1856,787,1069,1116,752,364,7351,7784,-433,2055,787,1268,1072,742,330,7383,7610,-227,2149,891,1258,1063,788,275,7809,7843,-34,438,624,-186
abs_regional_population_lga_2001_2021.320,320,4,South Australia,44210,Mid Murray,8376,8357,-0.22684,8337,-0.23932033,8307,-0.35984167,8253,-0.650054171,8216,-0.448321822,8195,-0.255598832,8199,0.04881025,8210,0.134162703,8200,-0.12180268,8225,0.304878049,8312,1.05775076,8448,1.636188643,8599,1.787405303,8718,1.383881847,8845,1.456756137,8885,0.4522329,8984,1.114237479,9095,1.235529831,9143,0.527762507,9160,0.185934595,17,0.1859,6271.625488,1.4605,74,77,-3,487,467,20,40,17,23,61,83,-22,629,531,98,41,18,23,71,86,-15,672,573,99,44,17,27,54,90,-36,656,601,55,48,19,29,64,98,-34,702,648,54,10,13,-3
abs_regional_population_lga_2001_2021.321,321,4,South Australia,44340,Mitcham,62010,62304,0.47412,62801,0.797701592,62966,0.26273467,63265,0.474859448,63676,0.649648305,64017,0.535523588,64252,0.367089992,64678,0.663014381,64875,0.304585794,64999,0.191136802,65364,0.561547101,65644,0.428370357,65986,0.520992018,66232,0.372806353,66482,0.377461046,66851,0.555037454,67259,0.610312486,67513,0.377644627,67905,0.580628916,67696,-0.307782932,-209,-0.30779999,75.54679871,896.0803223,645,465,180,3845,4187,-342,1101,570,531,606,507,99,4652,4887,-235,1120,576,544,572,504,68,4435,4898,-463,1236,587,649,571,508,63,4483,4792,-309,1292,654,638,631,519,112,4943,5070,-127,264,458,-194
abs_regional_population_lga_2001_2021.322,322,4,South Australia,44550,Mount Barker,23664,24425,3.21586,25140,2.927328557,25913,3.074781225,26706,3.060240034,27393,2.572455628,27990,2.179388895,28695,2.518756699,29367,2.341871406,29973,2.063540709,30353,1.267807694,31042,2.269956841,31580,1.733135752,32386,2.552248258,33187,2.473290928,33897,2.139391931,34726,2.445644157,35545,2.358463399,36572,2.88929526,37741,3.196434431,38975,3.269653692,1234,3.26970005,594.640625,65.54380035,416,201,215,2092,1573,519,175,80,95,406,175,231,2578,2095,483,183,78,105,441,196,245,2952,2295,657,201,76,125,422,215,207,3142,2307,835,213,86,127,506,229,277,3415,2440,975,43,61,-18
abs_regional_population_lga_2001_2021.353,353,4,South Australia,48410,West Torrens,52056,52338,0.54172,52564,0.431808629,52829,0.504147325,53069,0.454295936,53692,1.173943357,54508,1.519779483,55095,1.076906142,55896,1.453852437,56611,1.2791613,57026,0.733073078,57632,1.062673167,58153,0.90401166,58627,0.815091225,59075,0.764153035,59408,0.563690224,59579,0.287840022,60109,0.889575186,60915,1.34089737,61731,1.339571534,61077,-1.059435292,-654,-1.05939996,37.08860016,1646.786255,702,522,180,4408,5425,-1017,1837,829,1008,697,557,140,4805,5496,-691,1878,797,1081,631,542,89,4964,5530,-566,2081,798,1283,662,556,106,4968,5533,-565,2154,879,1275,643,552,91,5262,5821,-559,446,632,-186
abs_regional_population_lga_2001_2021.323,323,4,South Australia,44620,Mount Gambier,23750,23863,0.47579,24096,0.97640699,24211,0.477257636,24495,1.173020528,24626,0.534803021,25004,1.534963047,25222,0.871860502,25402,0.713662675,25712,1.220376348,25773,0.237243311,26147,1.451131029,26425,1.06321949,26710,1.078524125,26931,0.827405466,27061,0.482715087,27035,-0.096079228,27177,0.525245053,27274,0.356919454,27431,0.575639803,27421,-0.036455106,-10,-0.0365,33.89379883,809.0269775,299,276,23,1308,1430,-122,133,60,73,322,227,95,1577,1608,-31,135,57,78,311,240,71,1488,1553,-65,148,57,91,313,246,67,1444,1444,0,156,66,90,333,236,97,1525,1619,-94,33,46,-13
abs_regional_population_lga_2001_2021.324,324,4,South Australia,44830,Mount Remarkable,2998,2956,-1.40093,2937,-0.642760487,2900,-1.2597889,2899,-0.034482759,2906,0.241462573,2918,0.412938747,2915,-0.102810144,2906,-0.308747856,2903,-0.103234687,2906,0.103341371,2902,-0.137646249,2913,0.379048932,2918,0.171644353,2927,0.308430432,2920,-0.239152716,2902,-0.616438356,2910,0.27567195,2908,-0.068728522,2913,0.171939477,2908,-0.171644353,-5,-0.1716,3422.773193,0.84960002,22,22,0,57,77,-20,4,2,2,16,40,-24,127,97,30,4,2,2,21,35,-14,154,144,10,4,2,2,29,31,-2,143,139,4,5,2,3,24,38,-14,166,156,10,1,2,-1
abs_regional_population_lga_2001_2021.325,325,4,South Australia,45040,Murray Bridge,17023,17239,1.26887,17427,1.090550496,17649,1.27388535,17931,1.597824239,18159,1.271540907,18594,2.39550636,19144,2.957943423,19556,2.152110322,19818,1.339742279,20137,1.609647795,20448,1.544420718,20726,1.359546166,21004,1.341310431,21274,1.285469434,21562,1.353765159,21840,1.289305259,22166,1.492673993,22508,1.542903546,22846,1.501688289,22905,0.258250897,59,0.25830001,1831.759644,12.50440025,208,167,41,1142,1119,23,389,175,214,291,197,94,1395,1390,5,396,169,227,227,188,39,1424,1389,35,437,169,268,245,183,62,1398,1388,10,460,194,266,241,176,65,1360,1327,33,94,133,-39
abs_regional_population_lga_2001_2021.330,330,4,South Australia,45400,Orroroo Carrieton,1013,1010,-0.29615,1009,-0.099009901,994,-1.486620416,970,-2.414486922,959,-1.134020619,958,-0.104275287,938,-2.087682672,915,-2.452025586,893,-2.404371585,884,-1.007838746,894,1.131221719,895,0.111856823,900,0.558659218,911,1.222222222,912,0.109769484,896,-1.754385965,854,-4.6875,850,-0.468384075,844,-0.705882353,839,-0.592417062,-5,-0.59240001,3321.823975,0.25260001,13,16,-3,14,27,-13,1,1,0,11,19,-8,40,75,-35,1,0,1,16,13,3,35,43,-8,1,0,1,8,14,-6,41,41,0,1,1,0,12,6,6,35,46,-11,0,0,0
abs_regional_population_lga_2001_2021.354,354,4,South Australia,48540,Whyalla,22049,22009,-0.18141,21970,-0.177200236,21947,-0.104688211,21890,-0.25971659,21989,0.452261307,22165,0.8004002,22275,0.496277916,22375,0.448933782,22497,0.545251397,22561,0.284482375,22617,0.248215948,22659,0.185701021,22703,0.194183327,22670,-0.145355239,22511,-0.701367446,22004,-2.252232242,21767,-1.077076895,21663,-0.477787476,21506,-0.724738033,21260,-1.143866828,-246,-1.14390004,1071.339722,19.84429932,253,183,70,800,1416,-616,71,32,39,258,206,52,1104,1434,-330,71,30,41,247,186,61,1154,1367,-213,79,31,48,250,192,58,1028,1293,-265,84,34,50,226,191,35,917,1191,-274,17,24,-7
abs_regional_population_lga_2001_2021.363,363,5,Western Australia,50350,Bassendean,14055,14165,0.78264,14030,-0.9530533,13996,-0.242337847,13943,-0.378679623,13896,-0.33708671,14099,1.460852044,14358,1.837009717,14626,1.866555231,14897,1.852864761,15179,1.89299859,15527,2.292641149,15828,1.93855864,16003,1.105635583,15842,-1.006061363,15613,-1.445524555,15617,0.025619676,15735,0.75558686,15828,0.591039085,15976,0.935051807,16031,0.3442664,55,0.3443,10.34490013,1549.652466,199,107,92,1428,1559,-131,162,119,43,237,123,114,1628,1669,-41,148,103,45,214,122,92,1722,1784,-62,161,98,63,234,110,124,1466,1533,-67,168,77,91,216,79,137,1504,1573,-69,42,55,-13
abs_regional_population_lga_2001_2021.326,326,4,South Australia,45090,Naracoorte Lucindale,8239,8311,0.87389,8314,0.036096739,8300,-0.168390666,8345,0.542168675,8354,0.107849011,8311,-0.514723486,8294,-0.204548189,8304,0.120569086,8314,0.120423892,8342,0.336781333,8433,1.0908655,8528,1.12652674,8585,0.668386492,8570,-0.174723355,8544,-0.303383897,8553,0.105337079,8533,-0.233836081,8558,0.292980195,8573,0.175274597,8502,-0.8281815,-71,-0.82819998,4519.714844,1.88110006,86,66,20,317,387,-70,112,53,59,97,69,28,588,706,-118,119,49,70,121,93,28,392,477,-85,131,49,82,99,81,18,463,546,-83,137,57,80,102,51,51,465,575,-110,28,40,-12
